Record Type,Personnum,Last Name,First Name,MI,Shift Date,Start Time,End Date,Duration,Shift Type,Null,Null,Processed Time,Job Code,q,Worked Costs Center,Facility ID
SCHEDIMPORT,51025,Last1026,First1026,,20230911,7:00,19:30,12:30,REG,,,2.02E+11,A1143,42140,42140,CNMC
SCHEDIMPORT,51025,Last1026,First1026,,20230912,7:00,19:30,12:30,REG,,,2.02E+11,A1143,42140,42140,CNMC
SCHEDIMPORT,51026,Last1027,First1027,,20230905,8:30,17:00,8:30,REG,,,2.02E+11,MG204,59520,59520,CNMC
SCHEDIMPORT,51026,Last1027,First1027,,20230906,8:30,17:00,8:30,REG,,,2.02E+11,MG204,59520,59520,CNMC
SCHEDIMPORT,51026,Last1027,First1027,,20230907,8:30,17:00,8:30,REG,,,2.02E+11,MG204,59520,59520,CNMC
SCHEDIMPORT,51026,Last1027,First1027,,20230908,8:30,17:00,8:30,REG,,,2.02E+11,MG204,59520,59520,CNMC
SCHEDIMPORT,51026,Last1027,First1027,,20230911,8:30,17:00,8:30,REG,,,2.02E+11,MG204,59520,59520,CNMC
SCHEDIMPORT,51026,Last1027,First1027,,20230912,8:30,17:00,8:30,REG,,,2.02E+11,MG204,59520,59520,CNMC
SCHEDIMPORT,51027,Last1028,First1028,J,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,51027,Last1028,First1028,J,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,51027,Last1028,First1028,J,20230908,7:00,19:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,51027,Last1028,First1028,J,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,51027,Last1028,First1028,J,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1232,42145,42145,CNMC
SCHEDIMPORT,51028,Last1029,First1029,M,20230905,7:00,19:30,12:30,REG,,,2.02E+11,N2066,42140,42140,CNMC
SCHEDIMPORT,51028,Last1029,First1029,M,20230906,8:00,18:30,10:30,REG,,,2.02E+11,N2066,42140,42140,CNMC
SCHEDIMPORT,51028,Last1029,First1029,M,20230908,8:00,18:30,10:30,REG,,,2.02E+11,N2066,42140,42140,CNMC
SCHEDIMPORT,51028,Last1029,First1029,M,20230908,9:00,17:30,8:30,REG,,,2.02E+11,N2066,42140,42140,CNMC
SCHEDIMPORT,51028,Last1029,First1029,M,20230911,8:00,18:30,10:30,REG,,,2.02E+11,N2066,42140,42140,CNMC
SCHEDIMPORT,51028,Last1029,First1029,M,20230912,8:00,18:30,10:30,REG,,,2.02E+11,N2066,42140,42140,CNMC
SCHEDIMPORT,51029,Last1030,First1030,N,20230905,7:00,19:30,12:30,REG,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,51029,Last1030,First1030,N,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,51029,Last1030,First1030,N,20230911,9:00,11:00,2:00,Ed-Mtg,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,51030,Last1031,First1031,,20230909,19:00,7:30,12:30,REG,,,2.02E+11,N1234,42145,42145,CNMC
SCHEDIMPORT,51030,Last1031,First1031,,20230910,19:00,7:30,12:30,REG,,,2.02E+11,N1234,42145,42145,CNMC
SCHEDIMPORT,51030,Last1031,First1031,,20230911,19:00,7:30,12:30,REG,,,2.02E+11,N1234,42145,42145,CNMC
SCHEDIMPORT,51031,Last1032,First1032,,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,51031,Last1032,First1032,,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,51031,Last1032,First1032,,20230908,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,51031,Last1032,First1032,,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,51032,Last1033,First1033,M,20230905,19:00,7:30,12:30,REG,,,2.02E+11,R2127,53025,53025,CNMC
SCHEDIMPORT,51032,Last1033,First1033,M,20230906,19:00,7:30,12:30,REG,,,2.02E+11,R2127,53025,53025,CNMC
SCHEDIMPORT,51032,Last1033,First1033,M,20230909,19:00,7:30,12:30,REG,,,2.02E+11,R2127,53025,53025,CNMC
SCHEDIMPORT,51032,Last1033,First1033,M,20230910,19:00,7:30,12:30,REG,,,2.02E+11,R2127,53025,53025,CNMC
SCHEDIMPORT,51032,Last1033,First1033,M,20230911,19:00,7:30,12:30,REG,,,2.02E+11,R2127,53025,53025,CNMC
SCHEDIMPORT,51033,Last1034,First1034,C,20230905,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42130,42130,CNMC
SCHEDIMPORT,51033,Last1034,First1034,C,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42130,42130,CNMC
SCHEDIMPORT,51033,Last1034,First1034,C,20230908,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42130,42130,CNMC
SCHEDIMPORT,51033,Last1034,First1034,C,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42130,42130,CNMC
SCHEDIMPORT,51033,Last1034,First1034,C,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42130,42130,CNMC
SCHEDIMPORT,51034,Last1035,First1035,T,20230909,19:00,7:30,12:30,REG,,,2.02E+11,N1217,42125,42125,CNMC
SCHEDIMPORT,51034,Last1035,First1035,T,20230910,19:00,7:30,12:30,REG,,,2.02E+11,N1217,42125,42125,CNMC
SCHEDIMPORT,51035,Last1036,First1036,M,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42115,42115,CNMC
SCHEDIMPORT,51036,Last1037,First1037,,20230905,19:00,7:30,12:30,REG,,,2.02E+11,HSC008,91678,91678,CNMC
SCHEDIMPORT,51036,Last1037,First1037,,20230906,19:00,7:30,12:30,REG,,,2.02E+11,HSC008,91678,91678,CNMC
SCHEDIMPORT,51036,Last1037,First1037,,20230910,19:00,7:00,12:00,PTO,,,2.02E+11,HSC008,91678,91678,CNMC
SCHEDIMPORT,51036,Last1037,First1037,,20230911,19:00,7:30,12:30,REG,,,2.02E+11,HSC008,91678,91678,CNMC
SCHEDIMPORT,51036,Last1037,First1037,,20230912,19:00,7:30,12:30,REG,,,2.02E+11,HSC008,91678,91678,CNMC
SCHEDIMPORT,51037,Last1038,First1038,M,20230911,9:00,11:00,2:00,Ed-Mtg,,,2.02E+11,T1350,53430,53430,CNMC
SCHEDIMPORT,51038,Last1039,First1039,,20230905,8:00,4:30,20:30,REG,,,2.02E+11,MG361,53025,53025,CNMC
SCHEDIMPORT,51038,Last1039,First1039,,20230906,8:00,16:30,8:30,REG,,,2.02E+11,MG361,53025,53025,CNMC
SCHEDIMPORT,51038,Last1039,First1039,,20230907,8:00,16:30,8:30,REG,,,2.02E+11,MG361,53025,53025,CNMC
SCHEDIMPORT,51038,Last1039,First1039,,20230908,8:00,16:30,8:30,REG,,,2.02E+11,MG361,53025,53025,CNMC
SCHEDIMPORT,51038,Last1039,First1039,,20230911,8:00,16:30,8:30,REG,,,2.02E+11,MG361,53025,53025,CNMC
SCHEDIMPORT,51038,Last1039,First1039,,20230912,8:00,16:30,8:30,REG,,,2.02E+11,MG361,53025,53025,CNMC
SCHEDIMPORT,51039,Last1040,First1040,M,20230908,7:00,19:30,12:30,REG,,,2.02E+11,N1221,41055,41055,CNMC
SCHEDIMPORT,51039,Last1040,First1040,M,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1221,41055,41055,CNMC
SCHEDIMPORT,51040,Last1041,First1041,K,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51040,Last1041,First1041,K,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51040,Last1041,First1041,K,20230908,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51040,Last1041,First1041,K,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51041,Last1042,First1042,R,20230905,19:00,7:30,12:30,ORIENT,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51041,Last1042,First1042,R,20230908,8:00,12:30,4:30,Ed-Mtg,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51041,Last1042,First1042,R,20230909,19:00,7:30,12:30,ORIENT,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51041,Last1042,First1042,R,20230911,8:00,16:30,8:30,ORIENT,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51041,Last1042,First1042,R,20230912,8:00,16:30,8:30,ORIENT,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51042,Last1043,First1043,V,20230905,7:00,19:30,12:30,ORIENT,,,2.02E+11,N1211,42115,42115,CNMC
SCHEDIMPORT,51042,Last1043,First1043,V,20230906,7:00,19:30,12:30,ORIENT,,,2.02E+11,N1211,42115,42115,CNMC
SCHEDIMPORT,51042,Last1043,First1043,V,20230908,8:00,12:30,4:30,Ed-Mtg,,,2.02E+11,N1211,42115,42115,CNMC
SCHEDIMPORT,51042,Last1043,First1043,V,20230910,7:00,19:30,12:30,ORIENT,,,2.02E+11,N1211,42115,42115,CNMC
SCHEDIMPORT,51042,Last1043,First1043,V,20230911,7:00,19:30,12:30,ORIENT,,,2.02E+11,N1211,42115,42115,CNMC
SCHEDIMPORT,51043,Last1044,First1044,,20230905,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,51043,Last1044,First1044,,20230906,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,51043,Last1044,First1044,,20230908,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,51043,Last1044,First1044,,20230911,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,51044,Last1045,First1045,,20230905,7:00,19:30,12:30,REG,,,2.02E+11,N1213,53430,53430,CNMC
SCHEDIMPORT,51044,Last1045,First1045,,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1213,53430,53430,CNMC
SCHEDIMPORT,51045,Last1046,First1046,M,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,51045,Last1046,First1046,M,20230908,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,51045,Last1046,First1046,M,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,51046,Last1047,First1047,,20230907,7:00,19:30,12:30,REG,,,2.02E+11,P5810,42140,42140,CNMC
SCHEDIMPORT,51046,Last1047,First1047,,20230908,7:00,19:30,12:30,REG,,,2.02E+11,P5810,42140,42140,CNMC
SCHEDIMPORT,51046,Last1047,First1047,,20230912,7:00,19:30,12:30,REG,,,2.02E+11,P5812,42140,42140,CNMC
SCHEDIMPORT,51047,Last1048,First1048,,20230905,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42115,42115,CNMC
SCHEDIMPORT,51047,Last1048,First1048,,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42115,42115,CNMC
SCHEDIMPORT,51048,Last1049,First1049,M,20230905,19:00,7:30,12:30,REG,,,2.02E+11,N1211,42125,42125,CNMC
SCHEDIMPORT,51048,Last1049,First1049,M,20230912,19:00,7:30,12:30,REG,,,2.02E+11,N1211,42125,42125,CNMC
SCHEDIMPORT,51049,Last1050,First1050,M,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42000,42000,CNMC
SCHEDIMPORT,51050,Last1051,First1051,L,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N1212,53710,53710,CNMC
SCHEDIMPORT,51050,Last1051,First1051,L,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1212,53710,53710,CNMC
SCHEDIMPORT,51050,Last1051,First1051,L,20230909,7:00,19:30,12:30,REG,,,2.02E+11,N1212,53710,53710,CNMC
SCHEDIMPORT,51050,Last1051,First1051,L,20230910,7:00,15:00,8:00,REG,,,2.02E+11,N1212,53710,53710,CNMC
SCHEDIMPORT,51050,Last1051,First1051,L,20230910,15:00,19:30,4:30,DeskRN,,,2.02E+11,N1441,53710,53710,CNMC
SCHEDIMPORT,51050,Last1051,First1051,L,20230911,17:00,19:00,2:00,Ed-Mtg,,,2.02E+11,N1441,53710,53710,CNMC
SCHEDIMPORT,51050,Last1051,First1051,L,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1212,53710,53710,CNMC
SCHEDIMPORT,51051,Last1052,First1052,B,20230905,7:00,19:30,12:30,REG,,,2.02E+11,N1211,42150,42150,CNMC
SCHEDIMPORT,51051,Last1052,First1052,B,20230911,19:00,7:30,12:30,REG,,,2.02E+11,N1211,42150,42150,CNMC
SCHEDIMPORT,51051,Last1052,First1052,B,20230912,19:00,7:30,12:30,REG,,,2.02E+11,N1211,42150,42150,CNMC
SCHEDIMPORT,51052,Last1053,First1053,,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42125,42125,CNMC
SCHEDIMPORT,51052,Last1053,First1053,,20230908,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42125,42125,CNMC
SCHEDIMPORT,51052,Last1053,First1053,,20230909,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42125,42125,CNMC
SCHEDIMPORT,51052,Last1053,First1053,,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42125,42125,CNMC
SCHEDIMPORT,51053,Last1054,First1054,B,20230906,11:00,19:30,8:30,REG,,,2.02E+11,A1143,53430,53430,CNMC
SCHEDIMPORT,51053,Last1054,First1054,B,20230907,7:00,19:30,12:30,REG,,,2.02E+11,A1143,53430,53430,CNMC
SCHEDIMPORT,51053,Last1054,First1054,B,20230909,7:00,19:30,12:30,REG,,,2.02E+11,A1143,53430,53430,CNMC
SCHEDIMPORT,51053,Last1054,First1054,B,20230910,7:00,19:30,12:30,REG,,,2.02E+11,A1143,53430,53430,CNMC
SCHEDIMPORT,51053,Last1054,First1054,B,20230912,11:00,19:30,8:30,REG,,,2.02E+11,A1143,53430,53430,CNMC
SCHEDIMPORT,51054,Last1055,First1055,,20230905,6:00,18:30,12:30,REG,,,2.02E+11,N1441,47010,47010,CNMC
SCHEDIMPORT,51054,Last1055,First1055,,20230906,6:00,18:30,12:30,REG,,,2.02E+11,N1441,47010,47010,CNMC
SCHEDIMPORT,51054,Last1055,First1055,,20230907,6:00,18:30,12:30,REG,,,2.02E+11,N1441,47010,47010,CNMC
SCHEDIMPORT,51054,Last1055,First1055,,20230911,6:00,14:30,8:30,REG,,,2.02E+11,N1441,47010,47010,CNMC
SCHEDIMPORT,51054,Last1055,First1055,,20230912,6:00,18:30,12:30,REG,,,2.02E+11,N1441,47010,47010,CNMC
SCHEDIMPORT,51055,Last1056,First1056,E,20230905,7:30,10:30,3:00,Ed-Mtg,,,2.02E+11,N2031,53010,53010,CNMC
SCHEDIMPORT,51055,Last1056,First1056,E,20230909,7:00,19:30,12:30,REG,,,2.02E+11,N2031,53010,53010,CNMC
SCHEDIMPORT,51055,Last1056,First1056,E,20230910,19:00,7:30,12:30,REG,,,2.02E+11,N2031,53010,53010,CNMC
SCHEDIMPORT,51056,Last1057,First1057,,20230911,9:00,11:00,2:00,Ed-Mtg,,,2.02E+11,T1350,53430,53430,CNMC
SCHEDIMPORT,51057,Last1058,First1058,M,20230910,7:00,19:30,12:30,REG,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,51058,Last1059,First1059,,20230911,7:30,9:30,2:00,Ed-Mtg,,,2.02E+11,N1212,53430,53430,CNMC
SCHEDIMPORT,51059,Last1060,First1060,E,20230908,23:00,7:30,8:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51059,Last1060,First1060,E,20230909,23:00,7:30,8:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51060,Last1061,First1061,A,20230905,14:00,2:30,12:30,REG,,,2.02E+11,P6716,53010,53010,CNMC
SCHEDIMPORT,51060,Last1061,First1061,A,20230906,14:00,2:30,12:30,REG,,,2.02E+11,P6716,53010,53010,CNMC
SCHEDIMPORT,51060,Last1061,First1061,A,20230907,14:00,2:30,12:30,REG,,,2.02E+11,P6716,53010,53010,CNMC
SCHEDIMPORT,51060,Last1061,First1061,A,20230911,7:00,19:30,12:30,REG,,,2.02E+11,P6716,53010,53010,CNMC
SCHEDIMPORT,51061,Last1062,First1062,,20230909,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51062,Last1063,First1063,,20230906,7:00,19:30,12:30,REG,,,2.02E+11,R2140,53040,53040,CNMC
SCHEDIMPORT,51062,Last1063,First1063,,20230909,7:00,19:30,12:30,REG,,,2.02E+11,R2140,53040,53040,CNMC
SCHEDIMPORT,51062,Last1063,First1063,,20230910,7:00,19:30,12:30,REG,,,2.02E+11,R2140,53040,53040,CNMC
SCHEDIMPORT,51063,Last1064,First1064,M,20230905,8:00,16:30,8:30,REG,,,2.02E+11,P5611,56110,56110,CNMC
SCHEDIMPORT,51063,Last1064,First1064,M,20230906,9:00,16:30,7:30,REG,,,2.02E+11,P5611,56110,56110,CNMC
SCHEDIMPORT,51063,Last1064,First1064,M,20230907,7:00,19:30,12:30,REG,,,2.02E+11,P5611,56110,56110,CNMC
SCHEDIMPORT,51063,Last1064,First1064,M,20230908,7:00,15:30,8:30,REG,,,2.02E+11,P5611,56110,56110,CNMC
SCHEDIMPORT,51063,Last1064,First1064,M,20230911,7:00,19:30,12:30,REG,,,2.02E+11,P5611,56110,56110,CNMC
SCHEDIMPORT,51064,Last1065,First1065,,20230906,11:00,19:30,8:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51065,Last1066,First1066,R,20230906,23:00,7:30,8:30,REG,,,2.02E+11,N1441,42135,42135,CNMC
SCHEDIMPORT,51065,Last1066,First1066,R,20230907,19:00,7:30,12:30,CHG,,,2.02E+11,N1441,42135,42135,CNMC
SCHEDIMPORT,51065,Last1066,First1066,R,20230910,19:00,7:30,12:30,CHG,,,2.02E+11,N1441,42135,42135,CNMC
SCHEDIMPORT,51065,Last1066,First1066,R,20230911,19:00,7:30,12:30,CHG,,,2.02E+11,N1441,42135,42135,CNMC
SCHEDIMPORT,51066,Last1067,First1067,N,20230907,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42140,42140,CNMC
SCHEDIMPORT,51066,Last1067,First1067,N,20230908,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42140,42140,CNMC
SCHEDIMPORT,51066,Last1067,First1067,N,20230910,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42140,42140,CNMC
SCHEDIMPORT,51067,Last1068,First1068,P,20230905,7:00,15:30,8:30,REG,,,2.02E+11,N1449,42000,42000,CNMC
SCHEDIMPORT,51067,Last1068,First1068,P,20230906,7:00,15:30,8:30,REG,,,2.02E+11,N1449,42000,42000,CNMC
SCHEDIMPORT,51067,Last1068,First1068,P,20230907,7:00,15:30,8:30,REG,,,2.02E+11,N1449,42000,42000,CNMC
SCHEDIMPORT,51067,Last1068,First1068,P,20230908,7:00,15:30,8:30,REG,,,2.02E+11,N1449,42000,42000,CNMC
SCHEDIMPORT,51067,Last1068,First1068,P,20230911,7:00,15:30,8:30,REG,,,2.02E+11,N1449,42000,42000,CNMC
SCHEDIMPORT,51067,Last1068,First1068,P,20230912,7:00,15:30,8:30,REG,,,2.02E+11,N1449,42000,42000,CNMC
SCHEDIMPORT,51068,Last1069,First1069,,20230905,9:00,19:30,10:30,REG,,,2.02E+11,N1228,58010,58010,CNMC
SCHEDIMPORT,51069,Last1070,First1070,S,20230911,7:00,19:30,12:30,REG,,,2.02E+11,P5811,42150,42150,CNMC
SCHEDIMPORT,51069,Last1070,First1070,S,20230912,7:00,19:30,12:30,REG,,,2.02E+11,P5811,42150,42150,CNMC
SCHEDIMPORT,51070,Last1071,First1071,L,20230905,8:00,16:30,8:30,REG,,,2.02E+11,T3830,58110,58110,CNMC
SCHEDIMPORT,51070,Last1071,First1071,L,20230908,8:00,16:30,8:30,REG,,,2.02E+11,T3830,58110,58110,CNMC
SCHEDIMPORT,51071,Last1072,First1072,E,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N2030,42000,42000,CNMC
SCHEDIMPORT,51071,Last1072,First1072,E,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N2030,42000,42000,CNMC
SCHEDIMPORT,51071,Last1072,First1072,E,20230909,8:00,20:00,12:00,PTO,,,2.02E+11,N2030,42000,42000,CNMC
SCHEDIMPORT,51071,Last1072,First1072,E,20230911,19:00,7:30,12:30,REG,,,2.02E+11,N2030,42000,42000,CNMC
SCHEDIMPORT,51071,Last1072,First1072,E,20230912,19:00,7:30,12:30,REG,,,2.02E+11,N2030,42000,42000,CNMC
SCHEDIMPORT,51072,Last1073,First1073,A,20230905,7:00,19:30,12:30,ORIENT,,,2.02E+11,N1211,42110,42110,CNMC
SCHEDIMPORT,51072,Last1073,First1073,A,20230906,7:00,19:30,12:30,ORIENT,,,2.02E+11,N1211,42110,42110,CNMC
SCHEDIMPORT,51072,Last1073,First1073,A,20230908,7:00,19:30,12:30,ORIENT,,,2.02E+11,N1211,42110,42110,CNMC
SCHEDIMPORT,51073,Last1074,First1074,,20230905,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42140,42140,CNMC
SCHEDIMPORT,51074,Last1075,First1075,E,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1211,42110,42110,CNMC
SCHEDIMPORT,51074,Last1075,First1075,E,20230911,19:00,7:30,12:30,REG,,,2.02E+11,N1211,42110,42110,CNMC
SCHEDIMPORT,51075,Last1076,First1076,N,20230905,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42130,42130,CNMC
SCHEDIMPORT,51075,Last1076,First1076,N,20230912,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42130,42130,CNMC
SCHEDIMPORT,51076,Last1077,First1077,M,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51076,Last1077,First1077,M,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51076,Last1077,First1077,M,20230908,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51076,Last1077,First1077,M,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51076,Last1077,First1077,M,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42150,42150,CNMC
SCHEDIMPORT,51077,Last1078,First1078,A,20230906,15:00,23:30,8:30,REG,,,2.02E+11,P7115,42130,42130,CNMC
SCHEDIMPORT,51077,Last1078,First1078,A,20230908,15:00,23:30,8:30,REG,,,2.02E+11,P7115,42130,42130,CNMC
SCHEDIMPORT,51078,Last1079,First1079,,20230907,7:00,19:30,12:30,REG,,,2.02E+11,N1212,56110,56110,CNMC
SCHEDIMPORT,51078,Last1079,First1079,,20230909,7:00,19:30,12:30,REG,,,2.02E+11,N1212,56110,56110,CNMC
SCHEDIMPORT,51078,Last1079,First1079,,20230910,7:00,19:30,12:30,REG,,,2.02E+11,N1212,56110,56110,CNMC
SCHEDIMPORT,51078,Last1079,First1079,,20230911,7:00,19:30,12:30,REG,,,2.02E+11,N1212,56110,56110,CNMC
SCHEDIMPORT,51079,Last1080,First1080,,20230905,7:00,19:30,12:30,REG,,,2.02E+11,R2126,53025,53025,CNMC
SCHEDIMPORT,51079,Last1080,First1080,,20230906,7:00,19:30,12:30,REG,,,2.02E+11,R2126,53025,53025,CNMC
SCHEDIMPORT,51079,Last1080,First1080,,20230907,7:00,19:30,12:30,REG,,,2.02E+11,R2126,53025,53025,CNMC
SCHEDIMPORT,51080,Last1081,First1081,,20230905,23:00,7:30,8:30,REG,,,2.02E+11,PC009,91678,91678,CNMC
SCHEDIMPORT,51080,Last1081,First1081,,20230906,23:00,7:30,8:30,REG,,,2.02E+11,PC009,91678,91678,CNMC
SCHEDIMPORT,51080,Last1081,First1081,,20230907,23:00,7:30,8:30,REG,,,2.02E+11,PC009,91678,91678,CNMC
SCHEDIMPORT,51080,Last1081,First1081,,20230909,23:00,7:30,8:30,REG,,,2.02E+11,PC009,91678,91678,CNMC
SCHEDIMPORT,51080,Last1081,First1081,,20230910,23:00,7:30,8:30,REG,,,2.02E+11,PC009,91678,91678,CNMC
SCHEDIMPORT,51080,Last1081,First1081,,20230911,23:00,7:30,8:30,REG,,,2.02E+11,PC009,91678,91678,CNMC
SCHEDIMPORT,51081,Last1082,First1082,J,20230909,15:00,23:00,8:00,REG,,,2.02E+11,T1350,53710,53710,CNMC
SCHEDIMPORT,51081,Last1082,First1082,J,20230911,7:00,19:30,12:30,REG,,,2.02E+11,T1350,53710,53710,CNMC
SCHEDIMPORT,51082,Last1083,First1083,M,20230905,7:00,19:30,12:30,REG,,,2.02E+11,R2127,53025,53025,CNMC
SCHEDIMPORT,51082,Last1083,First1083,M,20230906,7:00,19:30,12:30,REG,,,2.02E+11,R2127,53025,53025,CNMC
SCHEDIMPORT,51082,Last1083,First1083,M,20230909,7:00,19:30,12:30,REG,,,2.02E+11,R2127,53025,53025,CNMC
SCHEDIMPORT,51082,Last1083,First1083,M,20230910,7:00,19:30,12:30,REG,,,2.02E+11,R2127,53025,53025,CNMC
SCHEDIMPORT,51083,Last1084,First1084,C,20230905,19:00,7:30,12:30,REG,,,2.02E+11,P5812,42160,42160,CNMC
SCHEDIMPORT,51083,Last1084,First1084,C,20230906,19:00,7:30,12:30,REG,,,2.02E+11,P5812,42160,42160,CNMC
SCHEDIMPORT,51083,Last1084,First1084,C,20230911,19:00,7:30,12:30,REG,,,2.02E+11,P5812,42160,42160,CNMC
SCHEDIMPORT,51083,Last1084,First1084,C,20230912,19:00,7:30,12:30,REG,,,2.02E+11,P5812,42160,42160,CNMC
SCHEDIMPORT,51084,Last1085,First1085,,20230906,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42125,42125,CNMC
SCHEDIMPORT,51084,Last1085,First1085,,20230908,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42125,42125,CNMC
SCHEDIMPORT,51084,Last1085,First1085,,20230909,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42125,42125,CNMC
SCHEDIMPORT,51084,Last1085,First1085,,20230910,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42125,42125,CNMC
SCHEDIMPORT,51084,Last1085,First1085,,20230912,19:00,7:30,12:30,REG,,,2.02E+11,N1212,42125,42125,CNMC
SCHEDIMPORT,51085,Last1086,First1086,,20230905,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42135,42135,CNMC
SCHEDIMPORT,51085,Last1086,First1086,,20230906,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42135,42135,CNMC
SCHEDIMPORT,51085,Last1086,First1086,,20230908,7:00,19:30,12:30,ORIENT,,,2.02E+11,N1212,42135,42135,CNMC
SCHEDIMPORT,51085,Last1086,First1086,,20230912,7:00,19:30,12:30,REG,,,2.02E+11,N1212,42135,42135,CNMC
SCHEDIMPORT,51086,Last1087,First1087,S,20230905,7:00,19:30,12:30,REG,,,2.02E+11,T1350,53710,53710,CNMC
